,Unnamed: 0,title,performer,first_week,total_weeks,peak_pos,genre
1741,3742,Burnin' Up,Jessie J Featuring 2 Chainz,2014-11-01,6,86,Pop
1742,13618,In Your Arms,Nico & Vinz,2014-11-01,12,72,Pop
1743,12988,I'm Not Gonna Miss You,Glen Campbell,2014-11-01,1,90,Pop
1744,27377,Thinking Out Loud,Ed Sheeran,2014-10-25,58,2,Pop
1745,7202,Errrbody,Yo Gotti,2014-10-25,1,98,Rap/Hip Hop
1746,20381,Perfect Storm,Brad Paisley,2014-10-25,17,52,Folk
1747,3271,Body Language,Kid Ink Featuring Usher & Tinashe,2014-10-25,18,72,Salsa
1748,14969,L.A.LOVE (la la),Fergie,2014-10-25,18,27,Pop
1749,6949,EW!,Jimmy Fallon Featuring will.i.am,2014-10-25,2,26,Pop
1750,26215,The Days,Avicii,2014-10-25,1,78,Dance
1751,23368,Sippin' On Fire,Florida Georgia Line,2014-10-25,20,40,Country
1752,16601,Love Me Harder,Ariana Grande & The Weeknd,2014-10-25,22,7,Pop
1753,10471,Heroes (We Could Be),Alesso Featuring Tove Lo,2014-10-18,20,31,Dance
1754,28462,U Guessed It,OG Maco Featuring 2 Chainz,2014-10-18,4,90,Rap/Hip Hop
1755,3717,Bumpin' The Night,Florida Georgia Line,2014-10-18,1,69,Country
1756,23963,Something In The Water,Carrie Underwood,2014-10-18,20,24,Country
1757,30876,Yellow Flicker Beat,Lorde,2014-10-18,9,34,Films/Games
1758,14536,Just Gettin' Started,Jason Aldean,2014-10-18,18,54,Country
1759,24490,Steal My Girl,One Direction,2014-10-18,18,13,Pop
1760,23119,Shotgun Rider,Tim McGraw,2014-10-18,20,38,Country
1761,11612,I Don't F**k With You,Big Sean Featuring E-40,2014-10-11,29,11,Rap/Hip Hop
1762,4635,Close Your Eyes,Parmalee,2014-10-11,16,69,Dance
1763,1770,Anything Goes,Florida Georgia Line,2014-10-11,18,55,Jazz
1764,15290,Left Hand Free,alt-J,2014-10-11,1,99,Alternative
1765,28277,Tuesday,I LOVE MAKONNEN Featuring Drake,2014-10-11,22,12,Dance
1766,7789,Feelin' It,Scotty McCreery,2014-10-11,11,84,Rap/Hip Hop
1767,31745,i,Kendrick Lamar,2014-10-11,11,39,Rap/Hip Hop
1768,9795,Handsome And Wealthy,Migos,2014-10-11,8,79,Rap/Hip Hop
1769,19079,No Type,Rae Sremmurd,2014-10-11,26,16,Rap/Hip Hop
1770,27883,Tonight Looks Good On You,Jason Aldean,2014-10-11,18,46,Country
1771,3358,Booty,Jennifer Lopez Featuring Iggy Azalea Or Pitbull,2014-10-04,9,18,Pop
1772,30985,You And Your Friends,Wiz Khalifa Featuring Snoop Dogg & Ty Dolla $ign,2014-10-04,10,82,Rap/Hip Hop
1773,18955,No Love,August Alsina,2014-10-04,18,69,Rap/Hip Hop
1774,30813,X,Chris Brown,2014-10-04,1,98,Electro
1775,25036,Superheroes,The Script,2014-10-04,9,73,Pop
1776,9292,Gonna Know We Were Here,Jason Aldean,2014-10-04,16,54,Country
1777,24958,Sun Daze,Florida Georgia Line,2014-10-04,20,44,Country
1778,4290,Centuries,Fall Out Boy,2014-09-27,34,10,Alternative
1779,1627,Angel In Blue Jeans,Train,2014-09-27,3,79,Pop
1780,28419,Two Night Town,Jason Aldean,2014-09-27,1,76,Country
1781,5661,Dear Future Husband,Meghan Trainor,2014-09-27,24,14,Pop
1782,14224,Jealous,Nick Jonas,2014-09-27,32,7,Alternative
1783,2760,Bend Ova,Lil Jon Featuring Tyga,2014-09-27,3,92,Electro
1784,3091,Blame,Calvin Harris Featuring John Newman,2014-09-27,20,19,Electro
1785,25189,Sweet Little Somethin',Jason Aldean,2014-09-20,2,71,Country
1786,28050,"Touchin, Lovin",Trey Songz Featuring Nicki Minaj,2014-09-20,20,43,R&B
1787,22560,Secrets,Mary Lambert,2014-09-20,10,66,Rap/Hip Hop
1788,10772,Hold You Down,"DJ Khaled Featuring Chris Brown, August Alsina, Future & Jeremih",2014-09-20,20,39,Rap/Hip Hop
1789,22597,Seen It All,Jeezy Featuring Jay Z,2014-09-20,2,85,Rap/Hip Hop
1790,16212,Look At You,Big & Rich,2014-09-20,14,73,R&B
1791,24027,Somewhere In My Car,Keith Urban,2014-09-13,20,49,Country
1792,358,24 Hours,TeeFLii Featuring 2 Chainz,2014-09-13,7,85,Rap/Hip Hop
1793,9690,Guts Over Fear,Eminem Featuring Sia,2014-09-13,3,22,Rap/Hip Hop
1794,22886,She Came To Give It To You,Usher Featuring Nicki Minaj,2014-09-13,2,89,Soul & Funk
1795,257,***Flawless,Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,2014-09-13,20,41,Pop
1796,28993,Walk Thru,Rich Homie Quan Featuring Problem,2014-09-06,7,74,Rap/Hip Hop
1797,5756,Delirious (Boneless),"Steve Aoki, Chris Lake & Tujamo Featuring Kid Ink",2014-09-06,3,90,Dance
1798,1663,Animals,Maroon 5,2014-09-06,33,3,Pop
1799,18608,Neon Light,Blake Shelton,2014-09-06,20,43,Country
1800,29169,Waves,Mr. Probz,2014-09-06,25,14,Pop
1801,22781,Shake It Off,Taylor Swift,2014-09-06,50,1,Country
1802,10926,Hookah,Tyga Featuring Young Thug,2014-08-30,11,85,Rap/Hip Hop
1803,15172,Later On,The Swon Brothers,2014-08-30,9,86,Alternative
1804,23033,Shell Shocked,"Juicy J, Wiz Khalifa & Ty Dolla $ign Featuring Kill The Noise & Madsonik",2014-08-30,3,84,Pop
1805,25409,Take Me To Church,Hozier,2014-08-30,41,2,Alternative
1806,2789,Best Mistake,Ariana Grande Featuring Big Sean,2014-08-30,2,49,Pop
1807,4701,Cold One,Eric Church,2014-08-23,6,88,Country
1808,7938,Fireball,Pitbull Featuring John Ryan,2014-08-23,20,23,Dance
1809,30391,Wild Life,Jack & Jack,2014-08-23,1,87,Rap/Hip Hop
1810,838,About The Money,T.I. Featuring Young Thug,2014-08-23,20,42,Rap/Hip Hop
1811,1573,Anaconda,Nicki Minaj,2014-08-23,22,2,Rap/Hip Hop
1812,18929,No Flex Zone,Rae Sremmurd,2014-08-16,20,36,Rap/Hip Hop
1813,27429,This Is How We Do,Katy Perry,2014-08-16,18,24,Rap/Hip Hop
1814,10969,Hot Boy,Bobby Shmurda,2014-08-16,25,6,Rap/Hip Hop
1815,12512,I Will Never Let You Down,Rita Ora,2014-08-16,6,77,Pop
1816,2432,Bang Bang,"Jessie J, Ariana Grande & Nicki Minaj",2014-08-16,31,3,Pop
1817,8910,Girl In A Country Song,Maddie & Tae,2014-08-16,20,54,Country
1818,13883,It Was Always You,Maroon 5,2014-08-16,3,45,Country
1819,4395,Chasing The Sun,Hilary Duff,2014-08-16,1,79,Pop
1820,9876,Happy Little Pill,Troye Sivan,2014-08-09,1,92,Pop
1821,24609,Stolen Dance,Milky Chance,2014-08-09,25,39,Alternative
1822,264,0 To 100 / The Catch Up,Drake,2014-08-09,20,35,Rap/Hip Hop
1823,3738,Burnin' It Down,Jason Aldean,2014-08-09,20,12,Country
1824,7414,Everything I Didn't Say,5 Seconds Of Summer,2014-08-02,1,24,Pop
1825,15684,Lifestyle,Rich Gang Featuring Young Thug & Rich Homie Quan,2014-08-02,25,16,Rap/Hip Hop
1826,10592,Hideaway,Kiesza,2014-08-02,14,51,Electro
1827,21898,Roller Coaster,Luke Bryan,2014-08-02,20,43,Country
1828,30694,Word Crimes,"""Weird Al"" Yankovic",2014-08-02,2,39,Films/Games
1829,30955,You & I (Nobody In The World),John Legend,2014-07-26,2,66,Rock
1830,6930,Dust,Eli Young Band,2014-07-26,9,79,Rock
1831,1114,All About That Bass,Meghan Trainor,2014-07-26,47,1,Pop
1832,25005,Sunshine & Whiskey,Frankie Ballard,2014-07-26,20,57,Rap/Hip Hop
1833,5954,Dirt,Florida Georgia Line,2014-07-26,20,11,Pop
1834,7862,Fight Night,Migos,2014-07-26,16,69,Rap/Hip Hop
1835,3249,Bo$$,Fifth Harmony,2014-07-26,15,43,Rap/Hip Hop
1836,4979,Cool Kids,Echosmith,2014-07-26,23,13,Alternative
1837,28224,Try,Colbie Caillat,2014-07-26,20,55,Pop
1838,3497,Break Free,Ariana Grande Featuring Zedd,2014-07-19,22,4,Pop
1839,25741,Ten Feet Tall,Afrojack Featuring Wrabel,2014-07-19,1,100,Dance
1840,3083,Black Widow,Iggy Azalea Featuring Rita Ora,2014-07-19,30,3,Electro
1841,8242,Foreign,Trey Songz,2014-07-19,10,84,Rock
1842,3954,Calm Down,Busta Rhymes Featuring Eminem,2014-07-19,1,94,Unknown Genre
1843,18755,New Flame,Chris Brown Featuring Usher & Rick Ross,2014-07-19,22,27,R&B
1844,1555,Amnesia,5 Seconds Of Summer,2014-07-19,20,16,Rap/Hip Hop
1845,6550,Don't Tell 'Em,Jeremih Featuring YG,2014-07-12,31,6,R&B
1846,21697,Riptide,Vance Joy,2014-07-12,44,30,Rock
1847,8720,Get Her Back,Robin Thicke,2014-07-12,1,82,R&B
1848,15271,Leave The Night On,Sam Hunt,2014-07-12,21,30,Country
1849,15672,Life Of The Party,Shawn Mendes,2014-07-12,2,24,Rap/Hip Hop
1850,22936,She Twerkin,Ca$h Out,2014-07-12,3,98,Rap/Hip Hop
1851,18972,No Mediocre,T.I. Featuring Iggy Azalea,2014-07-05,20,33,Rap/Hip Hop
1852,1533,American Kids,Kenny Chesney,2014-07-05,20,23,Country
1853,14857,Kiss Me Kiss Me,5 Seconds Of Summer,2014-07-05,1,28,Alternative
1854,7961,First Love,Jennifer Lopez,2014-07-05,3,87,Traditional Mexicano
1855,909,Afire Love,Ed Sheeran,2014-07-05,1,37,Pop
1856,17249,Maps,Maroon 5,2014-07-05,22,6,Pop
1857,6240,Don't,Ed Sheeran,2014-06-28,36,9,Rock
1858,23556,Small Town Throwdown,Brantley Gilbert Featuring Justin Moore & Thomas Rhett,2014-06-28,20,67,Country
1859,9823,Hangover,PSY Featuring Snoop Dogg,2014-06-28,1,26,Metal
1860,21238,Rather Be,Clean Bandit Featuring Jess Glynne,2014-06-28,31,10,Pop
1861,10952,Hope You Get Lonely Tonight,Cole Swindell,2014-06-28,20,50,Country
1862,14442,Jungle,Jamie N Commons & X Ambassadors,2014-06-28,2,87,Electro
1863,24798,Studio,ScHoolboy Q Featuring BJ The Chicago Kid,2014-06-21,20,38,Rap/Hip Hop
1864,29106,Wasted,Tiesto Featuring Matthew Koma,2014-06-21,12,49,Country
1865,13003,I'm Not The Only One,Sam Smith,2014-06-21,37,5,Pop
1866,28489,Ultraviolence,Lana Del Rey,2014-06-21,1,70,Alternative
1867,23186,Shower,Becky G,2014-06-21,20,16,Reggaeton
1868,24053,Song About A Girl,Eric Paslay,2014-06-21,10,85,Country
1869,3340,Boom Clap,Charli XCX,2014-06-21,25,8,Pop
1870,13022,I'm Ready,AJR,2014-06-21,11,65,R&B
1871,5597,Day Drinking,Little Big Town,2014-06-21,20,40,Country
1872,9722,Habits (Stay High),Tove Lo,2014-06-14,39,3,Alternative
1873,9329,Good Girls,5 Seconds Of Summer,2014-06-14,2,34,Rock
1874,28212,Trumpets,Jason Derulo,2014-06-14,32,14,Pop
1875,30824,XO,John Mayer,2014-06-14,1,90,Traditional Mexicano
1876,22744,Shades Of Cool,Lana Del Rey,2014-06-14,1,79,Alternative
1877,17436,Meanwhile Back At Mama's,Tim McGraw Featuring Faith Hill,2014-06-14,19,41,Country
1878,2742,Believe Me,Lil Wayne Featuring Drake,2014-06-14,20,26,Rap/Hip Hop
1879,11784,I Got A Car,George Strait,2014-06-14,7,89,Country
1880,23455,Slave To The Rhythm,Michael Jackson,2014-06-07,1,45,Pop
1881,2477,Bartender,Lady Antebellum,2014-06-07,20,31,Rap/Hip Hop
1882,5540,Dare (La La La),Shakira,2014-06-07,11,53,Traditional Mexicano
1883,15276,Leave Your Lover,Sam Smith,2014-06-07,1,92,Pop
1884,23858,Somebody That I Used To Know,Christina Grimmie & Adam Levine,2014-06-07,1,66,Alternative
1885,4047,Can't Help Falling In Love,Christina Grimmie,2014-06-07,1,74,Pop
1886,23937,Somethin' Bad,Miranda Lambert Duet With Carrie Underwood,2014-06-07,20,19,Country
1887,20478,Pills N Potions,Nicki Minaj,2014-06-07,18,24,Rap/Hip Hop
1888,19583,One,Ed Sheeran,2014-05-31,1,87,Films/Games
1889,4318,Chainsaw,The Band Perry,2014-05-31,9,86,Country
1890,10241,Heaven,Jake Worthington,2014-05-31,1,98,Pop
1891,6899,Drunk On A Plane,Dierks Bentley,2014-05-31,20,27,Country
1892,6512,Don't Stop,5 Seconds Of Summer,2014-05-31,3,47,Rock
1893,17049,Main Chick,Kid Ink Featuring Chris Brown,2014-05-31,20,60,Rap/Hip Hop
1894,11526,I Choose You,Sara Bareilles,2014-05-24,5,81,Pop
1895,333,2 On,Tinashe Featuring ScHoolboy Q,2014-05-24,24,24,R&B
1896,304,17 Again,Brantley Gilbert,2014-05-24,1,90,Pop
1897,11470,I Can't Make You Love Me,Josh Kaufman,2014-05-24,1,71,Country
1898,11180,How To Love,Christina Grimmie,2014-05-24,1,79,Rap/Hip Hop
1899,21711,River Bank,Brad Paisley,2014-05-24,18,54,Country
1900,4769,Come Get It Bae,Pharrell Williams,2014-05-24,15,23,Pop
1901,9341,Good Kisser,Usher,2014-05-24,19,65,Pop
1902,4330,Chandelier,Sia,2014-05-24,46,8,Alternative
1903,2386,Bailando,Enrique Iglesias Featuring Descemer Bueno & Gente de Zona,2014-05-17,30,12,Pop
1904,18196,My Baby's Guns N' Roses,Brantley Gilbert,2014-05-17,1,87,Country
1905,10761,"Hold On, We're Going Home",Christina Grimmie,2014-05-17,1,74,Rap/Hip Hop
1906,14729,Keep Them Kisses Comin',Craig Campbell,2014-05-17,10,72,Country
1907,30712,Work,Iggy Azalea,2014-05-17,20,54,Pop
1908,740,A Sky Full Of Stars,Coldplay,2014-05-17,26,10,Alternative
1909,20908,Problem,Ariana Grande Featuring Iggy Azalea,2014-05-17,25,2,Pop
1910,30370,Wiggle,Jason Derulo Featuring Snoop Dogg,2014-05-17,21,5,Pop
1911,26053,The Big Bang,Katy Tiz,2014-05-17,1,100,Pop
1912,18255,My Eyes,Blake Shelton Featuring Gwen Sebastian,2014-05-17,16,39,Rap/Hip Hop
1913,16636,Love Never Felt So Good,Michael Jackson & Justin Timberlake,2014-05-17,20,9,Pop
1914,10326,Hello Kitty,Avril Lavigne,2014-05-10,1,75,Alternative
1915,22019,Rude,MAGIC!,2014-05-10,41,1,Alternative
1916,30851,Yeah,Joe Nichols,2014-05-10,20,41,R&B
1917,12555,I Won,Future Featuring Kanye West,2014-05-10,3,98,Rap/Hip Hop
1918,30193,Who I Am With You,Chris Young,2014-05-10,19,48,Country
1919,29200,We Are Tonight,Billy Currington,2014-05-10,19,60,Country
1920,24470,Stay With Me,Josh Kaufman,2014-05-10,1,92,Pop
1921,28933,Wake Up Lovin' You,Craig Morgan,2014-05-10,2,99,Country
1922,29234,We Dem Boyz,Wiz Khalifa,2014-05-03,20,43,Rap/Hip Hop
1923,29427,West Coast,Lana Del Rey,2014-05-03,2,17,Alternative
1924,30954,You & I,One Direction,2014-05-03,11,68,Rock
1925,17577,Midnight,Coldplay,2014-05-03,3,29,Pop
1926,11609,I Don't Dance,Lee Brice,2014-05-03,20,33,Country
1927,16682,Love Runs Out,OneRepublic,2014-05-03,20,15,Pop
1928,1485,Am I Wrong,Nico & Vinz,2014-05-03,31,4,R&B
1929,30040,"Where It's At (Yep, Yep)",Dustin Lynch,2014-05-03,20,42,Country
1930,5327,Cut Her Off,KCamp Featuring 2 Chainz,2014-04-26,20,49,Rap/Hip Hop
1931,23334,Sing,Ed Sheeran,2014-04-26,20,13,Pop
1932,8959,Girls Chase Boys,Ingrid Michaelson,2014-04-26,20,52,Pop
1933,2307,Bad Blood,Bastille,2014-04-26,1,95,Pop
1934,7790,Feelin' Myself,"will.i.am Featuring Miley Cyrus, French Montana, Wiz Khalifa & DJ Mustard",2014-04-26,2,96,Rap/Hip Hop
1935,29195,We Are One (Ole Ola) [The 2014 FIFA World Cup Official Song],Pitbull Featuring Jennifer Lopez & Claudia Leitte,2014-04-26,6,59,Alternative
1936,3002,Birthday,Katy Perry,2014-04-26,18,17,Rap/Hip Hop
1937,22920,She Looks So Perfect,5 Seconds Of Summer,2014-04-19,20,24,Pop
1938,24472,Stay With Me,Sam Smith,2014-04-19,54,2,Pop
1939,4864,Come With Me Now,KONGOS,2014-04-19,21,31,Alternative
1940,30106,Whiskey In My Water,Tyler Farr,2014-04-12,18,52,Country
1941,8583,G.U.Y.,Lady Gaga,2014-04-12,1,76,Pop
1942,17396,Me And My Broken Heart,Rixton,2014-04-12,20,14,Pop
1943,14331,John Doe,B.o.B Featuring Priscilla,2014-04-12,5,69,R&B
1944,7841,Fever,The Black Keys,2014-04-12,3,77,Dance
1945,7128,Empire,Shakira,2014-04-12,12,58,Alternative
1946,2563,Beachin',Jake Owen,2014-04-12,20,26,Country
1947,2582,Beating Heart,Ellie Goulding,2014-04-05,3,88,Films/Games
1948,16256,Lookin' For That Girl,Tim McGraw,2014-04-05,4,85,Pop
1949,24892,Summer,Calvin Harris,2014-04-05,26,7,Dance
1950,19926,Or Nah,Ty Dolla $ign Featuring Wiz Khalifa & DJ Mustard,2014-03-29,20,48,Rap/Hip Hop
1951,21364,Red Lights,Tiesto,2014-03-29,13,56,Asian Music
1952,29284,We Might Be Dead By Tomorrow,Soko,2014-03-29,1,9,Alternative
1953,18035,Move That Doh,"Future Featuring Pharrell, Pusha T & Casino",2014-03-29,18,46,Rap/Hip Hop
1954,30180,Who Do You Love?,YG Featuring Drake,2014-03-29,20,54,Rap/Hip Hop
1955,23531,Slow Me Down,Sara Evans,2014-03-29,5,89,Christian
1956,20531,Play It Again,Luke Bryan,2014-03-29,20,14,Country
1957,16507,Love Is An Open Door,Kristen Bell & Santino Fontana,2014-03-29,4,49,Films/Games
1958,12101,I Luh Ya Papi,Jennifer Lopez Featuring French Montana,2014-03-29,2,77,Pop
1959,10100,Headlights,Eminem Featuring Nate Ruess,2014-03-29,8,45,Dance
1960,15161,Latch,Disclosure Featuring Sam Smith,2014-03-29,33,7,Electro
1961,22270,Sanctified,Rick Ross Featuring Kanye West & Big Sean,2014-03-22,1,78,Metal
1962,902,Adrenalina,Wisin Featuring Jennifer Lopez & Ricky Martin,2014-03-22,1,94,Rap/Hip Hop
1963,26222,The Devil Is A Lie,Rick Ross Featuring JAY Z,2014-03-22,1,86,Rap/Hip Hop
1964,28157,Trophies,Young Money Featuring Drake,2014-03-22,20,50,Rap/Hip Hop
1965,17019,Magic,Coldplay,2014-03-22,14,14,Alternative
1966,7667,Fancy,Iggy Azalea Featuring Charli XCX,2014-03-22,39,1,Rap/Hip Hop
1967,21149,Raging Fire,Phillip Phillips,2014-03-22,8,58,Pop
1968,10,#SELFIE,The Chainsmokers,2014-03-15,11,16,
1969,30408,Wild Wild Love,Pitbull Featuring G.R.L.,2014-03-15,18,30,Dance
1970,27012,The Walker,Fitz And The Tantrums,2014-03-15,12,67,Alternative
1971,23470,Sleeping With A Friend,Neon Trees,2014-03-15,16,51,Alternative
1972,993,Ain't It Fun,Paramore,2014-03-15,24,10,Alternative
1973,19150,Not A Bad Thing,Justin Timberlake,2014-03-15,22,8,Pop
1974,15007,La La La,Naughty Boy Featuring Sam Smith,2014-03-08,20,19,Pop
1975,9105,Glory And Gore,Lorde,2014-03-08,3,68,Alternative
1976,15604,Lettin' The Night Roll,Justin Moore,2014-03-08,20,49,Country
1977,19934,Ordinary Love,U2,2014-03-08,2,84,Rock
1978,7422,Everything Is AWESOME!!!,Tegan And Sara Featuring The Lonely Island,2014-03-01,3,57,Films/Games
1979,24623,Stoner,Young Thug,2014-03-01,15,47,Rap/Hip Hop
1980,7489,Explosions,Ellie Goulding,2014-03-01,1,100,Rock
1981,31465,You're Mine (Eternal),Mariah Carey,2014-03-01,1,88,Pop
1982,863,Achy Breaky 2,Buck 22 Featuring Billy Ray Cyrus,2014-03-01,1,80,Country
1983,4592,Classic,MKTO,2014-03-01,27,14,Pop
1984,1969,Automatic,Miranda Lambert,2014-03-01,19,35,Rap/Hip Hop
1985,11205,Human,Christina Perri,2014-02-22,20,31,Alternative
1986,2576,Beat Of The Music,Brett Eldredge,2014-02-22,20,44,Country
1987,27126,The Worst,Jhene Aiko,2014-02-22,20,43,R&B
1988,19364,Odio,Romeo Santos Featuring Drake,2014-02-15,11,45,Latin Music
1989,689,A Man Who Was Gonna Die Young,Eric Church,2014-02-15,1,89,Country
1990,4989,Cop Car,Keith Urban,2014-02-15,18,41,Country
1991,19566,On Top Of The World,Imagine Dragons,2014-02-15,20,79,Alternative
1992,8109,Follow Your Arrow,Kacey Musgraves,2014-02-15,1,60,Country
1993,4071,Can't Raise A Man,K. Michelle,2014-02-15,7,94,R&B
1994,27304,They Don't Know,Rico Love,2014-02-08,7,73,Pop
1995,7064,El Perdedor,Enrique Iglesias Featuring Marco Antonio Solis,2014-02-08,1,85,Latin Music
1996,4505,Chocolate,The 1975,2014-02-08,6,80,Cumbia
1997,17220,Man Of The Year,ScHoolboy Q,2014-02-08,13,62,Rap/Hip Hop
1998,18514,Na Na,Trey Songz,2014-02-08,28,21,Rap/Hip Hop
1999,17772,Mmm Yeah,Austin Mahone Featuring Pitbull,2014-02-08,15,49,Pop
2000,13726,Invisible,Hunter Hayes,2014-02-08,12,44,Alternative
2001,16888,Loyal,Chris Brown Featuring Lil Wayne & French Montana Or Too $hort Or Tyga,2014-02-01,36,9,R&B
2002,21533,Rewind,Rascal Flatts,2014-02-01,20,38,Electro
2003,27368,Thinking About You,Calvin Harris Featuring Ayah Marar,2014-02-01,6,86,Electro
2004,19357,Oceans (Where Feet May Fail),Hillsong UNITED,2014-02-01,13,83,Christian
2005,6219,Doin' What She Likes,Blake Shelton,2014-02-01,17,35,Country
2006,4072,Can't Remember To Forget You,Shakira Featuring Rihanna,2014-02-01,19,15,Alternative
2007,7419,Everything I Shouldn't Be Thinking About,Thompson Square,2014-02-01,12,69,Country
2008,25391,Take Me Home,Cash Cash Featuring Bebe Rexha,2014-02-01,13,57,Country
2009,31330,You Sound Good To Me,Lucy Hale,2014-01-25,1,88,Country
2010,8759,Get Me Some Of That,Thomas Rhett,2014-01-25,20,41,Country
2011,11143,How I Feel,Flo Rida,2014-01-25,2,96,Rap/Hip Hop
2012,21588,Ride,SoMo,2014-01-25,15,76,Alternative
2013,20225,Partition,Beyonce,2014-01-25,21,23,Pop
2014,9034,Give Me Back My Hometown,Eric Church,2014-01-25,20,36,Country
2015,22912,She Knows,J. Cole Featuring Amber Coffman & The Cults,2014-01-25,5,90,Rap/Hip Hop
2016,9453,Goodnight Kiss,Randy Houser,2014-01-25,16,52,Country
2017,31602,Young Girls,Bruno Mars,2014-01-18,14,32,Pop
2018,9852,Happy,Pharrell Williams,2014-01-18,47,1,Pop
2019,6836,Drink To That All Night,Jerrod Niemann,2014-01-18,20,34,Country
2020,16430,Love Don't Die,The Fray,2014-01-18,9,60,Pop
2021,311,19 You + Me,Dan + Shay,2014-01-18,18,42,Rock
2022,18609,Neon Lights,Demi Lovato,2014-01-11,20,36,Pop
2023,6162,Do You Want To Build A Snowman?,"Kristen Bell, Agatha Lee Monn & Katie Lopez",2014-01-11,18,51,Films/Games
2024,8198,For The First Time In Forever,Kristen Bell & Idina Menzel,2014-01-11,19,57,Films/Games
2025,28305,Turn Down For What,DJ Snake & Lil Jon,2014-01-11,37,4,Electro
2026,17660,Mine,Beyonce Featuring Drake,2014-01-04,2,82,Pop
2027,30823,XO,Beyonce,2014-01-04,10,45,Traditional Mexicano
2028,20200,Paranoid,Ty Dolla $ign Featuring B.o.B,2014-01-04,20,29,Rock
2029,11870,I Have Nothing,Tessanne Chin,2014-01-04,1,51,Films/Games
2030,11890,I Hold On,Dierks Bentley,2014-01-04,19,40,Country
2031,25485,Talk Dirty,Jason Derulo Featuring 2 Chainz,2014-01-04,33,3,Pop
2032,6896,Drunk In Love,Beyonce Featuring Jay Z,2014-01-04,20,2,Pop
2033,15339,Let It Be,Tessanne Chin & Adam Levine,2014-01-04,1,76,Rock
2034,3416,Bottoms Up,Brantley Gilbert,2014-01-04,25,20,Country
2035,18441,My Story,R. Kelly Featuring 2 Chainz,2013-12-28,1,89,Rock
2036,28718,V. 3005,Childish Gambino,2013-12-28,20,64,Rap/Hip Hop
2037,26587,The Man,Aloe Blacc,2013-12-28,20,8,Pop
2038,22319,Saturday,Rebecca Black & Dave Days,2013-12-28,1,55,Rap/Hip Hop
2039,3592,Bridge Over Troubled Water,Tessanne Chin,2013-12-28,1,64,Folk
2040,1608,Angel,Jacquie Lee,2013-12-28,1,87,Electro
2041,4151,Cannonball,Lea Michele,2013-12-28,1,75,Alternative
2042,4927,Confident,Justin Bieber Featuring Chance The Rapper,2013-12-28,3,41,Pop
2043,28559,Underneath The Tree,Kelly Clarkson,2013-12-21,32,9,Unknown Genre
2044,30229,Who You Love,John Mayer Featuring Katy Perry,2013-12-21,2,48,Rock
2045,10484,Hey Brother,Avicii,2013-12-21,23,16,Dance
2046,1315,All The Way Home,Tamar Braxton,2013-12-21,1,96,R&B
2047,4343,Change Me,Justin Bieber,2013-12-21,1,59,Rap/Hip Hop
2048,6031,Do I Wanna Know?,Arctic Monkeys,2013-12-21,20,70,Alternative
2049,15892,Little Drummer Boy,Pentatonix,2013-12-21,3,13,Pop
2050,19472,Old School Love,Lupe Fiasco Featuring Ed Sheeran,2013-12-21,5,93,Pop
2051,10348,Helluva Life,Frankie Ballard,2013-12-21,20,51,Rap/Hip Hop
2052,13171,I. Crawl,Childish Gambino,2013-12-21,1,86,Alternative
2053,1927,At Last,Will Champlin,2013-12-14,1,83,Rock
2054,1402,Alone Together,Fall Out Boy,2013-12-14,8,71,Alternative
2055,27432,This Is How We Roll,Florida Georgia Line Ft. Jason Derulo & Luke Bryan,2013-12-14,28,15,Country
2056,15348,Let It Go,Demi Lovato,2013-12-14,20,38,Films/Games
2057,10128,Heart Attack,Enrique Iglesias,2013-12-14,2,88,Pop
2058,29877,When She Says Baby,Jason Aldean,2013-12-14,20,38,Country
2059,21897,Roller Coaster,Justin Bieber,2013-12-14,1,47,Country
2060,15349,Let It Go,Idina Menzel,2013-12-14,33,5,Films/Games
2061,28646,Up Down (Do This All Day),T-Pain Featuring B.o.B,2013-12-07,20,62,Rap/Hip Hop
2062,24771,Strong,One Direction,2013-12-07,1,87,Pop
2063,15114,Last Christmas,Ariana Grande,2013-12-07,1,96,Pop
2064,3430,Bound 2,Kanye West,2013-12-07,6,12,Rap/Hip Hop
2065,5863,Diana,One Direction,2013-12-07,1,11,Rap/Hip Hop
2066,17598,Midnight Memories,One Direction,2013-12-07,3,12,Pop
2067,16585,Love Me Again,John Newman,2013-12-07,18,30,Asian Music
2068,20117,PYD,Justin Bieber Featuring R. Kelly,2013-12-07,1,54,Pop
2069,1128,All Bad,Justin Bieber,2013-11-30,1,50,Pop
2070,9759,Hallelujah,Matthew Schuler,2013-11-30,2,40,Rock
2071,28640,Up All Night,Jon Pardi,2013-11-30,13,56,Rock
2072,2771,Best Day Of My Life,American Authors,2013-11-30,36,11,Alternative
2073,4904,Compass,Lady Antebellum,2013-11-23,20,46,Alternative
2074,2326,Bad Day,Justin Bieber,2013-11-23,1,53,Pop
2075,20388,Perfume,Britney Spears,2013-11-23,6,76,Alternative
2076,539,A Case Of You,James Wolpert,2013-11-23,1,72,Pop
2077,6656,Dope,Lady Gaga,2013-11-23,2,8,Pop
2078,22427,Say Something,A Great Big World & Christina Aguilera,2013-11-23,26,4,Alternative
2079,6832,Drink A Beer,Luke Bryan,2013-11-23,20,31,Country
